First Name,Last Name,BTN Code,End Team,Pos,GP,PPG,PPA,PPP,PPA1,PPA2,54G,54A1,54A2,PPP/60,PPShot,PPMiss,PPBlkd,PPSh%,PPCoSH%,PPPass,PPBlk,PPHitF,PPHitA,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPIGP,PPIAP,PPIPP,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,PPCorsi,PPRelC,PPQoC,PPRQoC,Raw Delta,Delta,Delta QS,Delta QO,Delta QT,Delta SOT
Justin,Florek,JUSTINFLOREK,BOS,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.7,0.15,0.16,3.85,4.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0,-113.1,-80.62,-0.41,-0.1,-0.2,0,0,0.1,-0.1
Justin,Fontaine,JUSTINFONTAINE,MIN,RW/LW,66,1,1,2,0,1,1,0,1,1.9,6,4,3,16.70%,7.70%,0,0,0,3,64.8,0.97,0.98,4.02,19.60%,33.30%,33.30%,66.70%,0,0, ,3,1,27,2,16,1,5,26,2,0,58.38,-27.2,-81.439,-3.411,3.6,-2.1,0.7,-0.1,-0.2,-1.7
Justin,Johnson,JUSTINJOHNSON,NYI,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Justin,Schultz,JUSTINSCHULTZ,EDM,D,74,1,11,12,6,5,1,4,4,2.8,32,16,30,3.10%,1.30%,54,5,0,5,254.8,3.43,3.27,2.2,59.80%,4.80%,52.40%,57.10%,,, ,21,5,168,33,84,12,6,91,1,0,76.41,13.7,-82.507,-3.266,18.8,-3.3,-0.5,-0.2,2.1,-1.8
Justin,Williams,JUSTINWILLIAMS,LAK,RW,82,4,3,7,1,2,5,1,2,2.2,40,22,9,10.00%,5.60%,12,0,2,13,192.3,2.33,2.32,3.47,40.10%,35.70%,21.40%,57.10%,1,2,33.30%,14,1,158,19,81,8,4,92,3,2,98.91,14.2,-82.485,-2.773,18.8,0.8,0.1,-0.5,-0.1,0.4
Karl,Alzner,KARLALZNER,WSH,D,82,0,1,1,0,1,0,0,1,11.8,0,0,0,0.00%,0.00%,0,0,0,0,5.1,0.05,0.06,5.19,1.10%,0.00%,50.00%,50.00%,,, ,2,0,4,3,0,0,2,2,0,0,35.53,-58.6,-78.558,-1.74,0.4,-0.1,0.2,0.1,0,0.1
Karl,Stollery,KARLSTOLLERY,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Keaton,Ellerby,KEATONELLERBY,WPG,D,51,1,0,1,0,0,1,0,0,12.6,1,0,0,100.00%,100.00%,0,0,1,0,4.8,0.08,0.1,5.07,1.90%,100.00%,0.00%,100.00%,,, ,1,0,1,1,1,0,0,1,0,0,35.18,-49.5,-82.566,1.887,0.1,-0.5,0.2,0,0.2,-0.2
Keith,Aucoin,KEITHAUCOIN,STL,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,1,0.5,0.51,3.91,11.50%,0.00%,0.00%,0.00%,1,0,100.00%,0,0,2,0,0,0,0,0,0,0,118.03,72,-78.554,-1.483,0.3,0.2,0,0,0,0.2
Keith,Aulie,KEITHAULIE,TBL,D,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Keith,Ballard,KEITHBALLARD,MIN,D,45,0,2,2,2,0,0,2,0,3.9,6,0,6,0.00%,0.00%,9,0,0,2,31,0.68,0.69,4.22,14.10%,0.00%,40.00%,40.00%,,, ,5,1,18,5,7,0,2,13,0,0,67.71,-11.8,-82.517,-1.676,3.7,0.9,0.4,-0.4,0.1,1
Keith,Yandle,KEITHYANDLE,PHX,D,82,3,28,31,16,11,3,16,11,5.2,75,30,44,4.00%,2.00%,115,3,3,8,360.3,4.38,4.32,1.01,81.10%,6.80%,61.40%,68.20%,,, ,44,5,272,43,151,14,12,138,4,1,89.97,4.3,-82.677,-3.276,36.7,3.4,-0.9,-0.1,-2.4,0
Kellan,Lain,KELLANLAIN,VAN,C/LW/RW,9,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.1,0,0.01,6.11,0.20%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0,-74.2,-83.314,-2.547,0,0,0,0,0,0
Kenny,Agostino,KENNYAGOSTINO,CGY,LW,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,2.2,0.27,0.27,4.5,5.70%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,0,1,0,0,82.44,7.5,-81.595,-1.168,0.3,0,0,0,0,0
Kevan,Miller,KEVANMILLER,BOS,D,47,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,1.8,0.03,0.06,4.49,1.30%,0.00%,0.00%,0.00%,,, ,0,0,1,2,0,0,0,0,0,0,-22.5,-116.2,-82.773,-0.94,0,-0.3,0.1,-0.2,0,-0.4
Kevin,Bieksa,KEVINBIEKSA,VAN,D,76,1,7,8,2,5,1,2,5,3.2,21,13,19,4.80%,1.90%,20,0,2,3,148.6,1.95,1.95,3.18,38.00%,8.30%,58.30%,66.70%,,, ,12,1,107,20,56,3,2,64,2,1,86.34,-12.6,-40.888,33.251,13.4,0,0.2,-0.1,-0.8,-0.7
Kevin,Connauton,KEVINCONNAUTON,DAL,D,36,0,2,2,1,1,0,1,1,4.9,4,2,3,0.00%,0.00%,13,1,1,1,24.3,0.67,0.68,5.27,11.40%,0.00%,100.00%,100.00%,,, ,2,0,23,7,6,2,1,11,0,0,78.15,-7.2,-70.697,-5.804,2.5,0.2,0,0.1,0,0.3
Kevin,Czuczman,KEVINCZUCZMAN,NYI,D,13,0,0,0,0,0,0,0,0,0,1,1,1,0.00%,0.00%,0,0,0,0,7.5,0.57,0.58,4.04,12.60%,0.00%,0.00%,0.00%,,, ,0,0,7,2,3,0,1,4,0,0,87.61,-3.9,-82.991,-3.607,0.7,0,0.2,-0.2,0.1,0.1
Kevin,Klein,KEVINKLEIN,NYR,D,77,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,5.8,0.07,0.08,4.83,1.60%,0.00%,0.00%,0.00%,,, ,1,0,4,2,1,1,0,0,0,0,30.17,-51,-82.099,-2.975,0.2,-0.3,0.1,0,0,-0.2
Kevin,Porter,KEVINPORTER,BUF,C,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.6,0.05,0.05,5.72,0.90%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,1,0,0,0,0,0,100,32.7,-80.746,-0.632,0,-0.1,0,0,0,0
Kevin,Shattenkirk,KEVINSHATTENKIRK,STL,D,81,7,19,26,6,13,5,6,9,5.8,65,17,44,10.80%,5.60%,45,5,2,9,270.7,3.33,3.21,2.14,60.00%,16.70%,63.30%,80.00%,,, ,30,4,193,26,98,7,9,148,2,0,97.68,26.1,-75.793,-1.347,23.3,-1.5,-0.8,-0.4,1.9,-0.9
Kevin,Westgarth,KEVINWESTGARTH,CGY,RW/C,48,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,1,0.02,0.02,4.76,0.40%,0.00%,0.00%,0.00%,0,0, ,0,0,2,0,0,0,0,0,0,0,120,45.6,-86.801,6.488,0,0,0,0,0,0
Kimmo,Timonen,KIMMOTIMONEN,PHI,D,77,1,19,20,14,4,1,12,5,4.6,46,26,32,2.20%,1.00%,106,8,7,2,263.3,3.42,3.26,2.51,56.50%,2.90%,52.90%,55.90%,,, ,34,5,224,35,113,14,16,110,4,0,98.09,17.9,-81.346,-0.996,27.6,3.6,-1.5,-1.6,-0.1,0.4
Kris,Letang,KRISTOPHERLETANG,PIT,D,37,6,6,12,4,2,5,4,1,5.2,33,14,16,18.20%,9.50%,32,0,1,5,137.4,3.7,3.63,1.43,71.70%,29.40%,35.30%,64.70%,,, ,17,3,119,24,42,7,6,56,2,2,86.6,-27,-81.924,0.441,17.1,4.6,-0.7,0.2,-3.1,1.1
Kris,Newbury,KRISNEWBURY,PHI,C/LW,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Kris,Russell,KRISRUSSELL,CGY,D,68,4,8,12,4,4,4,3,4,3.6,18,10,16,22.20%,9.10%,29,3,1,3,201,2.95,2.8,1.78,61.10%,19.00%,38.10%,57.10%,,, ,21,3,133,25,70,6,5,65,1,0,78.68,8.7,-81.471,-1.329,19.2,1.6,-0.1,-0.6,1.1,2
Kris,Versteeg,KRISVERSTEEG,CHI,LW/RW,81,1,7,8,7,0,1,5,0,3,20,11,11,5.00%,2.40%,70,0,1,8,159.8,1.97,1.95,3.05,39.00%,9.10%,63.60%,72.70%,14,26,35.00%,11,2,99,15,55,6,2,60,0,3,76.01,1.5,-85.962,-3.018,9.3,-5,0.7,0,2.7,-1.7
Krys,Barch,KRYSTOFERBARCH,FLA,RW/LW,55,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.6,0,0.01,5.8,0.20%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,1,0,0,-69.2,-80.427,-2.542,0,-0.1,0.1,0,0,0.1
Kyle,Brodziak,KYLEBRODZIAK,MIN,C,81,0,1,1,0,1,0,0,1,5.3,1,1,0,0.00%,0.00%,0,0,0,0,11.4,0.13,0.14,4.93,2.80%,0.00%,50.00%,50.00%,17,5,77.30%,2,0,4,0,3,1,1,3,1,1,52.71,-23.2,-83.005,2.551,0.7,-0.4,0.3,-0.2,0,-0.3
Kyle,Chipchura,KYLECHIPCHURA,PHX,C,80,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,2.4,0.02,0.03,5.33,0.60%,0.00%,0.00%,0.00%,1,1,50.00%,0,0,0,0,0,0,0,0,0,0,0,-88.5,-81.916,-1.402,0.1,-0.1,0,0,0,0
Kyle,Clifford,KYLECLIFFORD,LAK,LW,71,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,2,1,11.4,0.15,0.16,5.61,2.80%,0.00%,0.00%,0.00%,0,0, ,0,0,5,0,3,0,0,2,0,0,52.48,-38.4,-78.903,-1.89,0.6,-0.3,0.1,0.1,0.1,-0.1
Kyle,Okposo,KYLEOKPOSO,NYI,RW,71,5,10,15,6,4,5,3,3,3.2,50,16,32,10.00%,5.10%,50,0,1,12,280.6,3.95,3.72,1.74,68.10%,17.90%,35.70%,53.60%,28,28,50.00%,28,5,206,21,87,5,5,124,2,2,92.84,17.6,-83.182,-2.563,25.9,0.6,-0.9,0.3,0.4,0.4
Kyle,Palmieri,KYLEPALMIERI,ANA,RW/C,71,0,0,0,0,0,0,0,0,0,22,8,5,0.00%,0.00%,0,3,6,8,92.3,1.28,1.29,4.13,23.80%,0.00%,0.00%,0.00%,2,0,100.00%,2,4,78,9,39,0,7,34,0,1,86.87,-2.7,-84.864,-3.776,6.9,-1.9,-0.1,-0.1,0.5,-1.5
Kyle,Quincey,KYLEQUINCEY,DET,D,82,0,0,0,0,0,0,0,0,0,3,2,2,0.00%,0.00%,0,0,0,1,27,0.32,0.33,5.04,6.10%,0.00%,0.00%,0.00%,,, ,0,0,13,3,9,1,1,6,0,0,51.21,-34.4,-78.382,0.645,1.2,-1.2,0.4,-0.1,0.2,-0.8
Kyle,Turris,KYLETURRIS,OTT,C,82,6,8,14,4,3,6,4,3,4.3,25,12,16,24.00%,11.30%,32,0,1,7,197.5,2.4,2.38,2.89,45.20%,28.60%,33.30%,61.90%,84,69,54.90%,21,5,145,31,74,11,12,82,3,1,80.97,-3.1,-81.04,-3.129,16.3,-2.2,-0.2,-1.4,2.7,-1.1
Ladislav,Smid,LADISLAVSMID,CGY,D,73,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,0,0,3.1,0.03,0.06,4.48,1.30%,0.00%,0.00%,0.00%,,, ,0,0,1,2,4,1,1,1,0,0,29.63,-51.5,-81.802,-0.131,-0.2,-0.7,0.2,-0.1,0,-0.6
Lance,Bouma,LANCEBOUMA,CGY,C/LW,78,0,0,0,0,0,0,0,0,0,0,2,0,0.00%,0.00%,0,1,0,2,17.9,0.22,0.24,4.59,5.00%,0.00%,0.00%,0.00%,0,0, ,1,1,6,0,8,1,2,2,0,0,41.16,-35.3,-83.927,-3.975,0.8,-0.9,0.5,-0.2,0.1,-0.4
Landon,Ferraro,LANDONFERRARO,DET,C/RW,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.2,0.05,0.05,4.63,1.10%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0,-87.6,-80.768,-2.493,0,0,0.1,0,0,0
Lane,MacDermid,LANEMACDERMID,CGY,LW,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.1,0,0.01,4.85,0.20%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0,-130.7,-78.228,-3.169,0,0,0,0,0,0
Lars,Eller,LARSELLER,MTL,C/LW,77,2,1,3,0,1,2,0,1,2.1,12,8,6,16.70%,7.70%,0,0,2,11,85.4,1.1,1.1,4.55,19.50%,33.30%,16.70%,50.00%,49,37,57.00%,6,0,72,13,25,1,4,36,0,0,85.34,7.5,-80.4,1.948,7,-1.2,0.2,-0.7,1.2,-0.4
Lauri,Korpikoski,LAURIKORPIKOSKI,PHX,LW,64,1,1,2,0,1,1,0,1,2.3,14,1,1,7.10%,6.30%,0,2,0,5,51.7,0.8,0.81,4.56,15.10%,33.30%,33.30%,66.70%,0,0, ,3,0,40,6,21,0,7,14,2,1,74.98,-16.6,-78.795,3.595,5.5,0.8,0.5,-0.4,-0.4,0.5
Lee,Stempniak,LEESTEMPNIAK,PIT,RW/LW,73,0,4,4,2,2,0,2,1,1.8,20,13,6,0.00%,0.00%,18,0,6,2,136.4,1.87,1.8,3.14,36.40%,0.00%,33.30%,33.30%,2,3,40.00%,12,0,94,8,42,3,5,43,2,2,79.74,4.2,-89.181,-4.387,12.6,1.3,0.5,-0.2,0.2,1.7
Linden,Vey,LINDENVEY,LAK,RW,18,0,1,1,0,1,0,0,1,2.3,0,2,0,0.00%,0.00%,0,0,0,2,26.3,1.45,1.46,4.49,24.50%,0.00%,100.00%,100.00%,11,11,50.00%,1,1,16,5,12,0,0,9,0,0,73.19,-21.8,-81.976,-3.24,1.5,-0.9,0.1,-0.1,0,-0.9
Linus,Omark,LINUSOMARK,BUF,LW,14,0,2,2,0,2,0,0,2,4.6,1,2,0,0.00%,0.00%,0,0,0,1,26.3,1.87,1.85,3.88,32.30%,0.00%,100.00%,100.00%,0,0, ,2,0,12,3,6,1,3,5,0,0,41.81,-24.5,-80.743,0.438,2.1,-0.2,0.1,0,0.1,-0.1
Logan,Couture,LOGANCOUTURE,SJS,C,65,4,9,13,4,5,4,4,4,3.5,65,26,30,6.20%,3.30%,43,1,0,14,220.8,3.38,3.2,2.6,55.20%,17.40%,39.10%,56.50%,26,22,54.20%,23,3,224,20,91,5,14,127,1,1,122.17,31,-91.953,-13.775,28.9,9.3,-1,-0.9,-4.2,3.2
Loui,Eriksson,LOUIERIKSSON,BOS,RW/LW,61,2,9,11,2,7,2,2,7,5.5,18,2,5,11.10%,8.00%,14,0,0,4,119.6,1.95,1.9,2.72,41.10%,11.80%,52.90%,64.70%,0,0, ,17,0,102,9,33,3,2,43,1,0,93.77,3.1,-83.907,-4.176,17.1,6.3,0.2,-0.6,-2.3,3.6
Louis,Leblanc,LOUISLEBLANC,MTL,C,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,1.3,0.15,0.16,4.92,3.10%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0,-73.2,-81.95,0.399,0,-0.1,0,0,0,-0.1
Lubomir,Visnovsky,LUBOMIRVISNOVSKY,NYI,D,24,2,5,7,1,4,1,1,2,4.4,17,4,16,11.80%,5.40%,12,0,1,1,95,3.95,3.64,2.31,61.20%,16.70%,83.30%,100.00%,,, ,6,0,67,11,26,0,0,52,1,0,96.07,-1.1,-83.536,-1.911,8.3,-0.1,-0.4,-0.2,0,-0.7
