First Name,Last Name,End Team,Pos,GP,SHG,SHA,SHP,45G,45A1,45A2,SHPass,SHShot,SHMiss,45Miss,45Shots,45Blkd,SHSh%,SHCoSH%,SHBlk,SHHitF,SHHitA,SHGive,SHTake,SHTOI,SHTOI/G,45TOI,45TOI/G,45TOF,45TOF/G,SH%,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBA,TmSHBF,TmSHSCF,TmSHSCA,SHSC%,SHRelSC%,SHPenT,SHPenD,SHCorsi,SHOZ%,SHRelOZ%
Brock,McGinn,CAR,LW,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,1,1,0,0,428,0.34,7.4,0.35,85.2,4.06,8.0%,0,0, ,0,0,1,7,0,5,0,2,0,5,0.0%,-9.5,0,0,-73.4,25.0,17.6
Jamie,McGinn,ANA,LW/RW,84,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,26,0.01,0.0,0.00,394.8,4.70,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Tye,McGinn,TBL,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,7.4,3.69,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Dylan,McIlrath,NYR,D,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,3,1,0,0,0,1885,0.92,25.4,0.75,140.7,4.14,15.3%,0,0, ,0,7,4,18,0,5,0,11,2,16,11.1%,-1.4,0,3,-35.5,0.0,-5.2
Greg,McKegg,FLA,C,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,234,0.26,4.4,0.29,71.3,4.75,5.8%,2,4,33.3%,0,1,0,4,0,2,0,1,0,3,0.0%,-18.3,0,0,-82.2,0.0,-7.5
Curtis,McKenzie,DAL,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,22,0.12,0.0,0.00,19.4,6.48,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Cody,McLeod,COL,LW/RW,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,3,0,0,0,3873,0.79,58.5,0.71,358.7,4.37,14.0%,0,0, ,1,7,3,47,1,27,1,35,3,52,5.5%,-8.2,0,0,-43.1,10.9,3.6
Brayden,McNabb,LAK,D,81,0,1,1,0,1,0,0,0,0,0,0,0,0.0%,0.0%,22,21,1,9,2,8400,1.73,138.8,1.71,304.2,3.76,31.3%,0,0, ,0,19,12,91,4,55,3,50,14,113,11.0%,-0.6,4,2,-44.1,5.3,-1.5
Mark,McNeill,CHI,RW/C,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,2,0.03,0.0,0.03,3.9,3.85,0.8%,0,1,0.0%,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,100.0,100.0
Adam,McQuaid,BOS,D,64,0,0,0,0,0,0,0,0,0,0,0,3,0.0%,0.0%,30,12,4,0,0,9412,2.45,156.2,2.44,183.4,2.87,46.0%,0,0, ,4,18,23,89,9,72,5,67,23,119,16.2%,-1.7,2,0,-31.1,7.7,-1.9
Evgeny,Medvedev,PHI,D,45,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,6,1,1,0,1,2281,0.84,36.6,0.81,227.1,5.05,13.9%,0,0, ,1,5,5,29,1,12,1,23,3,29,9.4%,-6.4,0,0,-27.9,10.3,3.5
Jayson,Megna,NYR,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,22.9,3.81,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Julian,Melchiori,WPG,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,259,0.39,4.2,0.38,39.7,3.61,9.6%,0,0, ,0,1,0,4,0,2,1,4,1,4,20.0%,6.8,0,0,-57.0,33.3,30.9
Jon,Merrill,NJD,D,47,0,0,0,0,0,0,0,1,1,1,1,0,0.0%,0.0%,8,3,3,1,0,3566,1.26,52.9,1.13,195.0,4.15,21.3%,0,0, ,0,7,9,34,2,17,3,25,10,43,18.9%,10.7,0,0,-28.4,14.3,7.6
Michael,Mersch,LAK,LW,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,445,0.44,6.5,0.38,88.2,5.19,6.8%,0,0, ,0,1,0,8,0,2,0,2,0,8,0.0%,-7.5,0,0,-83.7,0.0,-3.3
Marc,Methot,OTT,D,69,0,0,0,0,0,0,0,2,0,0,2,0,0.0%,0.0%,14,12,1,6,1,9068,2.19,143.6,2.08,189.6,2.75,43.1%,0,0, ,5,21,16,122,4,49,3,51,21,124,14.5%,-0.6,1,1,-49.7,5.3,-2.1
Milan,Michalek,TOR,LW/RW,45,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,4,1,0,0,2,2516,0.93,40.7,0.90,178.3,3.96,18.6%,0,0, ,2,9,3,40,0,21,0,19,4,52,7.1%,-7.3,0,1,-67.9,4.0,-4.2
Zbynek,Michalek,ARI,D,70,0,0,0,0,0,0,0,3,1,0,1,0,0.0%,0.0%,34,10,3,5,8,13093,3.12,213.9,3.06,221.4,3.16,49.1%,0,0, ,1,22,22,148,5,77,6,82,21,169,11.1%,-2.9,0,3,-40.1,4.7,-3.6
Sonny,Milano,CBJ,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,9.3,3.10,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Andrew,Miller,EDM,RW/C,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,35.9,5.98,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Colin,Miller,BOS,D,42,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,139,0.06,1.0,0.02,232.2,5.53,0.4%,0,0, ,0,1,0,1,0,2,0,0,0,4,0.0%,-19.2,0,0,-230.8,33.3,24.4
Drew,Miller,DET,LW/RW,28,0,0,0,0,0,0,0,2,0,0,2,0,0.0%,0.0%,17,0,2,2,1,4992,2.97,85.6,3.06,64.6,2.31,57.0%,1,0,100.0%,0,7,9,75,1,34,0,50,5,68,6.8%,-5.4,0,0,-39.3,1.4,-7.3
J.T.,Miller,NYR,C,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,60,0.01,0.6,0.01,397.5,4.85,0.1%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,1,1,0.0,,
Kevan,Miller,BOS,D,71,0,0,0,0,0,0,0,3,1,1,3,1,0.0%,0.0%,38,14,7,4,2,10791,2.53,174.1,2.45,199.1,2.80,46.6%,0,0, ,3,24,24,103,6,62,5,91,25,151,14.2%,-5.2,0,1,-24.1,7.4,0.0
John,Mitchell,COL,C,71,0,0,0,0,0,0,0,9,2,2,9,1,0.0%,0.0%,20,3,3,2,8,8580,2.01,140.8,1.98,226.1,3.18,38.4%,49,98,33.3%,2,18,20,125,2,49,2,74,14,136,9.3%,-6.2,1,2,-40.9,4.4,-5.1
Torrey,Mitchell,MTL,C,71,1,2,3,1,2,0,15,5,2,2,4,0,20.0%,16.7%,6,2,1,2,2,6812,1.60,108.8,1.53,221.2,3.12,33.0%,52,57,47.7%,2,13,13,98,5,45,7,38,17,99,14.7%,-1.2,0,2,-57.9,4.7,-0.2
Willie,Mitchell,FLA,D,46,0,0,0,0,0,0,0,2,0,0,2,0,0.0%,0.0%,23,7,3,5,0,8932,3.24,142.5,3.10,86.3,1.88,62.3%,0,0, ,0,19,7,123,3,39,3,58,9,109,7.6%,-3.1,2,0,-48.8,2.5,-12.0
Travis,Moen,DAL,LW/RW,23,0,1,1,0,1,0,1,0,0,0,0,0,0.0%,0.0%,2,1,0,0,1,555,0.40,9.4,0.41,98.0,4.26,8.8%,0,0, ,1,2,0,8,0,4,0,6,1,12,7.7%,-6.1,0,0,-44.5,0.0,-6.9
Sean,Monahan,CGY,C,81,0,0,0,0,0,0,0,2,2,2,2,0,0.0%,0.0%,3,1,0,1,1,3901,0.80,56.7,0.70,294.2,3.63,16.2%,37,56,39.8%,0,9,4,46,3,25,0,32,6,60,9.1%,-4.8,0,1,-43.4,4.2,-3.5
Dominic,Moore,NYR,C/LW,80,0,0,0,0,0,0,0,11,1,1,11,2,0.0%,0.0%,12,5,6,3,7,10351,2.16,175.9,2.20,206.7,2.58,46.0%,103,117,46.8%,0,22,24,131,4,65,2,81,22,134,14.1%,-0.3,0,2,-37.9,3.5,-5.5
John,Moore,NJD,D,73,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,14,7,0,3,4,8809,2.01,134.1,1.84,262.5,3.60,33.8%,0,0, ,1,11,21,98,8,41,2,58,23,101,18.5%,8.5,2,1,-28.6,12.9,7.6
Joshua,Morrissey,WPG,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,4.1,4.05,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Joe,Morrow,BOS,D,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,2,1,0,0,0,733,0.37,9.5,0.29,174.6,5.29,5.1%,0,0, ,0,3,1,5,1,5,1,7,2,11,15.4%,1.7,1,0,-31.7,27.3,20.4
Kael,Mouillierat,PIT,LW/C,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,8.5,8.52,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Matt,Moulson,BUF,LW,81,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,23,0.00,0.1,0.00,352.5,4.35,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,0.0,-5.2
Vojtech,Mozik,NJD,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,45.2,6.45,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Mirco,Mueller,SJS,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,54.2,4.92,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Connor,Murphy,ARI,D,78,0,0,0,0,0,0,0,0,0,0,0,1,0.0%,0.0%,24,14,2,6,1,9973,2.13,164.0,2.10,312.4,4.00,34.4%,0,0, ,0,18,21,127,6,61,9,69,16,123,11.5%,-1.5,1,3,-43.5,5.1,-2.1
Ryan,Murphy,CAR,D,35,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,223,0.11,2.7,0.08,131.5,3.76,2.0%,0,0, ,0,0,0,6,0,0,0,0,0,5,0.0%,-11.5,0,0,-132.8,0.0,-13.4
Ryan,Murray,CBJ,D,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,28,4,5,4,0,10565,2.15,162.6,1.98,293.9,3.58,35.6%,0,0, ,0,15,15,124,8,64,4,77,20,136,12.8%,-0.2,0,1,-39.5,5.3,-0.1
Jake,Muzzin,LAK,D,82,0,1,1,0,0,1,0,0,0,0,0,3,0.0%,0.0%,26,26,2,5,2,12416,2.52,201.7,2.46,252.3,3.08,44.4%,0,0, ,3,18,21,155,5,63,10,74,26,152,14.6%,4.9,2,2,-42.5,6.0,-1.4
Tyler,Myers,WPG,D,73,0,1,1,0,1,0,7,6,1,1,6,3,0.0%,0.0%,17,6,1,9,8,9338,2.13,148.3,2.03,267.4,3.66,35.7%,0,0, ,5,20,29,133,8,57,9,56,36,152,19.1%,6.5,0,0,-49.0,12.3,7.4
Jakub,Nakladal,CGY,D,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,15,0.01,0.2,0.01,134.7,4.99,0.1%,0,0, ,0,0,0,0,0,0,0,1,0,0,0.0%,,0,0,60.0,0.0,-7.0
Vladislav,Namestnikov,TBL,C/LW,80,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,119,0.02,1.7,0.02,415.5,5.19,0.4%,0,3,0.0%,0,0,0,1,0,0,0,0,0,1,0.0%,-11.1,0,0,-34.9,100.0,94.1
Rick,Nash,NYR,LW/RW,60,0,1,1,0,1,0,17,8,2,2,7,2,0.0%,0.0%,5,3,1,3,7,4905,1.36,78.8,1.31,214.3,3.57,26.9%,0,1,0.0%,1,8,16,52,5,15,2,33,15,55,21.4%,8.6,1,3,-16.8,16.7,12.4
Riley,Nash,CAR,C/RW,64,0,0,0,0,0,0,0,0,0,0,0,1,0.0%,0.0%,3,1,1,0,4,3314,0.86,55.7,0.87,191.4,2.99,22.5%,6,19,24.0%,0,5,3,43,0,20,1,21,2,43,4.4%,-5.6,2,2,-48.5,11.5,0.8
James,Neal,NSH,RW/LW,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,93,0.02,0.8,0.01,396.3,4.83,0.2%,0,0, ,0,0,0,2,0,1,1,1,0,2,0.0%,-13.3,1,1,-180.0,0.0,-4.9
Chris,Neil,OTT,RW,80,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,0,47,0.01,0.6,0.01,384.3,4.80,0.2%,0,0, ,0,0,0,2,0,0,0,0,0,2,0.0%,-13.0,1,0,-120.0,,
Brock,Nelson,NYI,LW/C,81,0,0,0,0,0,0,0,3,0,0,3,0,0.0%,0.0%,0,0,2,0,4,2292,0.47,30.6,0.38,333.7,4.12,8.4%,9,8,52.9%,0,3,5,20,0,9,2,14,2,19,9.5%,-8.6,0,0,-29.4,27.8,22.4
Casey,Nelson,BUF,D,7,0,0,0,,,,0,0,0,,,,0.0%,0.0%,0,,,0,0,0,0.00,,0.00,,0.00,0.0%,0,0, ,,,0,0,0,0,0,0,,,0.0%,,,,0.0,,
Patrik,Nemeth,DAL,D,38,0,0,0,0,0,0,0,0,0,0,0,1,0.0%,0.0%,5,4,0,0,1,2464,1.08,38.6,1.02,148.6,3.91,20.6%,0,0, ,1,6,3,28,0,14,1,15,4,28,12.5%,-2.9,0,1,-46.7,23.5,17.0
Aaron,Ness,WSH,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,72,0.15,1.3,0.16,42.6,5.32,2.9%,0,0, ,0,0,0,0,0,1,0,0,0,0,0.0%,,0,0,-47.2,,
Nikita,Nesterov,TBL,D,57,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,0,164,0.05,2.3,0.04,312.0,5.47,0.7%,0,0, ,0,0,0,0,1,0,0,1,0,1,0.0%,-10.3,0,0,51.3,33.3,28.5
Andrej,Nestrasil,CAR,C,55,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,12,0.00,0.5,0.01,217.7,3.96,0.2%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,0.0,-8.7
Valeri,Nichushkin,DAL,RW,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,32,0.01,0.3,0.00,386.5,4.89,0.1%,0,0, ,0,0,0,1,0,0,1,0,0,1,0.0%,-16.2,0,0,-120.0,,
Nino,Niederreiter,MIN,RW/LW,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,159,0.03,1.2,0.02,326.2,3.98,0.4%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,100.0,95.8
Frans,Nielsen,NYI,C,81,2,0,2,1,0,0,0,21,1,1,19,1,9.5%,4.8%,15,5,6,2,3,9670,1.99,153.8,1.90,213.3,2.63,41.9%,88,105,45.6%,1,11,36,109,4,38,8,69,26,105,19.8%,3.4,1,0,-21.8,4.0,-4.4
Matt,Nieto,SJS,LW/RW,67,2,0,2,2,0,0,0,5,2,2,3,1,40.0%,33.3%,3,1,5,4,2,4842,1.20,74.5,1.11,236.0,3.52,24.0%,1,3,25.0%,2,9,11,52,4,21,2,27,12,47,20.3%,11.9,1,0,-32.2,19.4,16.2
Nikita,Nikitin,EDM,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,19,0.03,0.3,0.03,50.8,4.62,0.6%,0,0, ,0,0,0,0,0,0,0,1,0,1,0.0%,-5.6,0,1,60.0,,
Matt,Niskanen,WSH,D,82,0,0,0,0,0,0,0,2,1,1,2,0,0.0%,0.0%,27,12,8,10,2,14118,2.87,230.0,2.80,190.1,2.32,54.7%,0,0, ,1,24,16,173,4,89,1,106,9,168,5.1%,-9.3,2,0,-41.7,3.6,-6.0
Stefan,Noesen,ANA,RW/LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,31,0.52,0.8,0.77,7.9,7.90,8.9%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Jordan,Nolan,LAK,C/RW/LW,52,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,77,0.02,0.9,0.02,299.1,5.75,0.3%,0,0, ,0,0,0,2,0,0,0,0,0,2,0.0%,-14.2,1,0,-120.0,,
Joakim,Nordstrom,CAR,LW/C,71,1,0,1,1,0,0,0,3,0,0,1,3,33.3%,25.0%,6,0,3,1,6,7110,1.67,118.6,1.67,167.8,2.36,41.4%,2,2,50.0%,2,7,9,73,2,37,9,32,9,67,11.8%,2.3,0,1,-41.0,7.0,-4.2
Tomas,Nosek,DET,LW,6,0,0,0,0,0,0,0,0,0,0,0,1,0.0%,0.0%,0,0,0,0,1,525,1.46,7.9,1.32,17.0,2.84,31.7%,1,2,33.3%,0,2,0,4,0,2,1,3,1,6,14.3%,-1.5,0,0,-45.5,20.0,14.7
Ryan,Nugent-Hopkins,EDM,C,55,0,0,0,0,0,0,0,3,1,1,3,3,0.0%,0.0%,6,0,1,1,4,3145,0.95,51.6,0.94,218.0,3.96,19.1%,11,7,61.1%,0,8,6,37,2,12,3,24,5,42,10.6%,1.0,0,0,-32.5,3.7,-3.3
Darnell,Nurse,EDM,D,69,0,1,1,0,1,0,5,3,1,1,3,0,0.0%,0.0%,15,3,2,7,2,8457,2.04,134.0,1.94,226.9,3.29,37.1%,0,0, ,3,18,12,113,4,55,3,54,12,131,8.4%,0.3,2,1,-51.9,8.3,4.4
William,Nylander,TOR,C,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,14,0.01,0.0,0.00,112.5,5.11,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,1,0.0,,
Gustav,Nyquist,DET,RW/LW,82,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,67,0.01,0.6,0.01,433.8,5.29,0.1%,0,0, ,0,0,1,1,0,1,0,1,1,2,33.3%,21.5,0,0,0.0,,
Eric,Nystrom,NSH,LW/RW,46,1,0,1,0,0,0,0,5,0,0,4,0,20.0%,0.0%,4,2,2,0,1,3803,1.38,60.8,1.32,157.3,3.42,27.9%,0,1,0.0%,1,7,11,25,0,21,0,26,7,23,23.3%,14.0,0,0,-14.8,6.1,1.6
Jim,O'Brien,NJD,C/RW,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,121,0.50,1.0,0.26,21.6,5.40,4.5%,1,1,50.0%,0,0,0,0,0,0,1,0,1,0,100.0%,83.3,0,1,-58.8,66.7,60.4
Brian,O'Neill,NJD,RW,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,0,615,0.47,5.3,0.24,125.9,5.72,4.0%,0,1,0.0%,0,2,0,6,0,3,0,1,0,9,0.0%,-13.5,0,0,-114.3,0.0,-6.6
Cal,O'Reilly,BUF,C,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,65,0.05,0.8,0.04,101.4,5.07,0.8%,0,0, ,0,0,0,2,0,0,0,0,0,0,0.0%,,0,0,-120.0,0.0,-11.0
Ryan,O'Reilly,BUF,C,71,1,0,1,1,0,0,0,5,2,1,4,1,20.0%,16.7%,9,0,2,2,5,8909,2.09,149.6,2.11,162.7,2.29,47.9%,126,119,51.4%,1,17,22,106,3,51,2,53,17,117,12.7%,1.6,0,1,-38.9,0.9,-18.5
Johnny,Oduya,DAL,D,82,1,1,2,1,0,1,0,2,0,0,1,0,50.0%,100.0%,39,8,8,5,2,13795,2.80,227.7,2.78,171.7,2.09,57.0%,0,0, ,7,26,21,170,9,97,7,100,30,185,14.0%,-4.5,1,2,-42.9,5.4,-5.3
Jordan,Oesterle,EDM,D,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,3,0,1,1,0,1331,1.30,19.7,1.16,64.9,3.82,23.3%,0,0, ,0,1,0,7,1,9,0,8,1,18,5.3%,-0.1,0,0,-24.4,7.7,6.0
Kyle,Okposo,NYI,RW,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,312,0.07,3.6,0.05,359.1,4.55,1.0%,0,0, ,0,0,0,4,0,1,0,2,0,5,0.0%,-17.9,0,1,-49.7,0.0,-6.7
Jamie,Oleksiak,DAL,D,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,5,0,0,1,0,700,0.61,11.9,0.63,75.3,3.96,13.6%,0,0, ,0,1,3,6,2,3,0,6,4,6,40.0%,29.7,0,0,5.1,0.0,-6.9
Gustav,Olofsson,MIN,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,39,0.33,0.0,0.00,8.1,4.06,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Dylan,Olsen,FLA,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,4,0.01,0.1,0.01,36.4,4.55,0.3%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,100.0,91.9
Dmitry,Orlov,WSH,D,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,1,681,0.14,10.7,0.13,409.4,4.99,2.5%,0,0, ,0,1,2,6,1,3,1,2,2,4,33.3%,24.1,1,0,-33.6,0.0,-5.9
Brooks,Orpik,WSH,D,41,0,0,0,0,0,0,0,2,0,0,2,0,0.0%,0.0%,11,10,2,2,0,5513,2.24,92.1,2.25,120.3,2.93,43.4%,0,0, ,1,7,15,69,2,34,0,39,12,76,13.6%,5.3,1,0,-34.5,9.4,2.8
T.J.,Oshie,WSH,RW/LW,80,0,0,0,0,0,0,0,9,3,3,9,0,0.0%,0.0%,8,2,1,4,8,6839,1.42,113.5,1.42,299.8,3.75,27.5%,27,26,50.9%,0,11,16,88,4,57,0,49,12,99,10.8%,1.5,1,3,-46.0,0.9,-6.2
Steve,Ott,STL,C,21,0,0,0,0,0,0,0,3,1,1,3,0,0.0%,0.0%,2,4,1,0,2,2224,1.77,37.2,1.77,70.9,3.38,34.4%,8,8,50.0%,0,6,3,22,2,15,0,15,4,33,10.8%,7.6,1,0,-37.1,0.0,-10.7
Xavier,Ouellet,DET,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,0,339,1.13,5.4,1.08,18.6,3.72,22.6%,0,0, ,0,0,0,6,0,1,0,2,0,2,0.0%,-11.1,0,0,-55.5,0.0,0.0
Alex,Ovechkin,WSH,LW/RW,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,18,0.00,0.1,0.00,402.5,5.09,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,1,0.0,0.0,-6.1
Magnus,Paajarvi,STL,LW/RW,48,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,1,626,0.22,8.4,0.18,251.8,5.24,3.2%,0,0, ,0,2,1,8,1,2,1,2,0,7,0.0%,-12.2,0,0,-64.1,16.7,11.8
Max,Pacioretty,MTL,LW,82,1,0,1,1,0,0,0,12,3,3,11,4,8.3%,5.6%,1,4,0,4,5,5805,1.18,95.2,1.16,299.7,3.66,24.1%,0,0, ,1,11,21,67,5,28,5,27,17,66,20.5%,6.8,1,0,-35.9,3.7,-1.3
Jean-Gabriel,Pageau,OTT,C,82,7,2,9,4,0,1,0,17,1,1,10,2,41.2%,30.8%,18,10,3,5,7,10325,2.10,168.5,2.05,225.4,2.75,42.8%,105,122,46.3%,5,26,20,150,2,57,6,65,20,146,12.0%,-2.4,0,0,-52.4,2.9,-8.1
Daniel,Paille,NYR,LW,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,3,1,0,0,1,1212,1.68,15.6,1.30,38.2,3.18,29.0%,0,0, ,0,3,2,12,0,5,1,10,3,15,16.7%,3.5,0,0,-34.7,0.0,-11.4
Iiro,Pakarinen,EDM,RW/LW,63,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,9,3,0,1,1,4399,1.16,66.7,1.06,255.2,4.05,20.7%,0,0, ,1,7,4,51,2,25,0,32,4,60,6.3%,-4.2,0,1,-39.6,12.5,7.5
Ondrej,Palat,TBL,LW,62,2,1,3,2,1,0,4,6,1,1,4,2,33.3%,28.6%,9,6,2,0,3,5206,1.40,84.1,1.36,249.5,4.02,25.2%,0,1,0.0%,3,9,9,53,4,42,3,44,11,61,15.3%,4.2,0,2,-33.5,4.0,-2.9
Michael,Paliotta,CBJ,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,9.3,9.32,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Kyle,Palmieri,NJD,RW/LW,82,0,0,0,0,0,0,0,5,0,0,6,1,0.0%,0.0%,3,2,2,2,0,3132,0.64,47.2,0.58,390.1,4.76,10.8%,2,1,66.7%,0,6,8,37,0,18,2,18,6,37,14.0%,0.8,0,2,-47.0,29.6,23.8
Artemi,Panarin,CHI,LW,80,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,65,0.01,1.1,0.01,367.5,4.59,0.3%,0,0, ,0,0,1,2,0,1,0,0,1,3,25.0%,8.9,0,1,-113.2,,
Richard,Panik,CHI,LW/RW,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,156.9,5.23,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,1,0.0,,
Cedric,Paquette,TBL,C,56,1,0,1,0,0,0,0,2,0,0,1,0,50.0%,0.0%,7,3,4,3,4,5064,1.51,84.6,1.51,207.3,3.70,29.0%,21,35,37.5%,0,6,5,81,1,25,0,29,3,66,4.3%,-6.2,0,2,-54.6,10.5,6.5
