First Name,Last Name,End Team,Pos,GP,PPG,PPA,PPP,54G,54A1,54A2,PPP/60,PPShot,PPMiss,PPBlkd,PPSh%,PPCoSH%,PPPass,PPBlk,PPHitF,PPHitA,PPGive,PPTake,PPTOI,PPTOI/G,54TOI,54TOI/G,54TOF,54TOF/G,PP%,PPIGP,PPIAP,PPIPP,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,TmPPSCF,TmPPSCA,PPSC%,PPRelSC%,PPPenT,PPPenD,PPCorsi,PPOZ%,PPRelOZ%
Brandon,Defazio,VAN,LW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,10.1,5.06,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Danny,DeKeyser,DET,D,80,0,6,6,0,4,2,3.4,10,9,18,0.00%,0.00%,30,1,4,2,1,0,105.8,1.32,96.3,1.2,356.4,4.45,21.30%,0.00%,60.00%,60.00%,,, ,10,1,65,8,65,8,3,42,91,10,2.1,90.1,1,0,91.8,95,1.2
Michael,Del Zotto,PHI,D,64,1,7,8,1,2,5,4.3,13,5,15,7.70%,3.00%,13,0,2,7,1,1,111.1,1.74,101.3,1.58,226.8,3.54,30.90%,9.10%,63.60%,72.70%,,, ,11,2,63,17,63,17,1,42,73,15,-5.2,83,2,0,76.7,85.7,-9.6
Jason,Demers,DAL,D,81,2,3,5,2,0,3,2.3,19,6,13,10.50%,5.30%,0,1,2,2,0,1,130.6,1.61,123.2,1.52,339.6,4.19,26.60%,15.40%,23.10%,38.50%,,, ,13,2,79,17,79,17,5,52,81,15,-0.2,84.4,0,0,83.6,81.9,-12.3
David,Desharnais,MTL,C,82,2,9,11,2,3,6,3.4,9,3,7,22.20%,10.50%,24,0,2,14,6,1,195.6,2.38,195.5,2.38,204.8,2.5,48.80%,11.10%,50.00%,61.10%,112,70,61.50%,18,3,128,24,128,24,14,99,118,24,-1.2,83.1,3,1,94.5,93.1,-0.7
Andrew,Desjardins,CHI,C,69,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,3.9,0.06,4.1,0.06,345.8,5.01,1.20%,0.00%,0.00%,0.00%,3,2,60.00%,0,0,2,1,2,1,0,1,1,1,-35.1,50,0,0,46.8,77.8,-14.1
Nicolas,Deslauriers,BUF,LW,82,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,0,0,0,0,9,0.11,9.3,0.11,360,4.39,2.50%,0.00%,0.00%,0.00%,0,0, ,1,0,1,0,1,0,1,4,4,2,-14.1,66.7,1,0,40.1,54.6,-36.2
Simon,Despres,ANA,D,75,0,1,1,0,0,1,1.9,4,2,4,0.00%,0.00%,0,1,0,2,0,0,31.6,0.42,31.8,0.42,336.3,4.48,8.60%,0.00%,100.00%,100.00%,,, ,1,0,33,9,33,9,1,11,22,5,-6,81.5,0,1,112,85.7,-6.7
Raphael,Diaz,CGY,D,56,1,0,1,1,0,0,1.1,12,9,10,8.30%,3.20%,0,0,1,1,1,0,54.8,0.98,51.2,0.91,239.9,4.28,17.60%,33.30%,0.00%,33.30%,,, ,3,0,35,7,35,7,0,35,40,3,7.4,93,1,0,103,92.7,0.1
Brenden,Dillon,SJS,D,80,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,0,9.3,0.12,8.7,0.11,403,5.04,2.10%,0.00%,0.00%,0.00%,,, ,0,0,7,3,7,3,3,1,2,5,-56.1,28.6,0,0,38.8,69.2,-22.1
Shane,Doan,ARI,RW,79,5,5,10,5,4,1,2.9,37,14,5,13.50%,8.90%,28,0,20,13,7,2,208.8,2.64,199.3,2.52,164.5,2.08,54.80%,19.20%,19.20%,38.50%,1,3,25.00%,26,3,157,26,157,26,6,90,164,30,-0.6,84.5,3,0,106,94.3,4.3
Matt,Donovan,NYI,D,12,0,0,0,0,0,0,0,3,2,2,0.00%,0.00%,0,0,0,0,1,0,13.4,1.12,12.7,1.06,53.5,4.46,19.20%,0.00%,0.00%,0.00%,,, ,0,0,7,2,7,2,0,12,12,2,4.4,85.7,0,0,98.6,90,-5.7
Derek,Dorsett,VAN,RW,79,0,0,0,0,0,0,0,1,3,0,0.00%,0.00%,0,0,0,2,0,0,29.1,0.37,29.3,0.37,338.5,4.28,8.00%,0.00%,0.00%,0.00%,0,0, ,1,0,15,6,15,6,0,8,22,4,-1.1,84.6,4,0,55.8,81,-12.3
Drew,Doughty,LAK,D,82,1,16,17,1,9,7,3.6,58,32,34,1.70%,0.80%,67,3,3,8,8,1,282.2,3.44,272.8,3.33,125.6,1.53,68.50%,3.10%,50.00%,53.10%,,, ,32,1,207,38,207,38,8,118,234,35,8.3,87,1,0,101.8,96.9,10.6
Steve,Downie,PIT,RW,72,3,2,5,3,2,0,2.9,8,3,0,37.50%,27.30%,23,0,5,7,4,1,102.2,1.42,100.2,1.39,272.2,3.78,26.90%,42.90%,28.60%,71.40%,1,0,100.00%,7,2,73,13,73,13,5,42,82,14,-2.9,85.4,2,0,95.1,81.5,-12.9
Leon,Draisaitl,EDM,C,37,1,1,2,1,0,1,1.8,10,4,2,10.00%,6.30%,0,0,0,4,5,0,68,1.84,62.9,1.7,130.9,3.54,32.40%,25.00%,25.00%,50.00%,16,29,35.60%,4,2,42,7,42,7,0,22,41,8,-4.8,83.7,0,0,82.9,97.7,1.1
Jonathan,Drouin,TBL,LW,70,3,3,6,3,1,2,2.7,8,2,4,37.50%,21.40%,6,0,1,3,8,3,133.7,1.91,128,1.83,256.8,3.67,33.30%,25.00%,25.00%,50.00%,2,1,66.70%,12,2,57,15,57,15,1,55,77,18,-3.8,81.1,1,0,66.4,95.1,0.1
Brandon,Dubinsky,CBJ,C,47,0,7,7,0,3,4,4.5,10,9,7,0.00%,0.00%,30,0,2,3,3,0,93.4,1.99,89.7,1.91,126.7,2.7,41.40%,0.00%,100.00%,100.00%,47,43,52.20%,7,0,63,9,63,9,2,34,74,7,11.2,91.4,0,1,94.4,93.1,0.2
Matt,Duchene,COL,C,82,2,5,7,2,1,3,2.2,35,9,4,5.70%,4.20%,13,3,0,10,7,0,188.7,2.3,173.6,2.12,220.5,2.69,44.10%,20.00%,40.00%,60.00%,54,52,50.90%,10,0,123,33,123,33,6,59,107,24,-6.4,81.7,0,3,77.3,92,-2
Anthony,Duclair,NYR,LW,18,0,1,1,0,0,1,2.4,2,3,0,0.00%,0.00%,0,0,0,1,0,0,25.4,1.41,25.3,1.41,73.1,4.06,25.70%,0.00%,100.00%,100.00%,0,0, ,1,1,18,2,18,2,0,10,15,1,9.3,93.8,1,0,99.2,94.1,2.3
Matt,Dumba,MIN,D,58,2,4,6,2,1,3,3.9,25,10,8,8.00%,4.70%,7,0,1,7,2,0,91.3,1.57,84.9,1.46,184.2,3.18,31.60%,22.20%,44.40%,66.70%,,, ,9,1,57,13,57,13,2,25,46,15,-13.8,75.4,1,0,78.2,94.9,0.3
Gabriel,Dumont,MTL,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,12.2,4.05,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Brian,Dumoulin,PIT,D,8,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,3.3,0.41,2.6,0.32,41,5.13,5.90%,0.00%,0.00%,0.00%,,, ,0,0,2,2,2,2,0,0,2,1,-26.2,66.7,0,0,0,80,-9.1
Pascal,Dupuis,PIT,RW/LW,16,2,1,3,2,1,0,6.3,6,3,1,33.30%,20.00%,8,1,1,1,1,0,28.4,1.78,29,1.81,68.8,4.3,29.60%,66.70%,33.30%,100.00%,0,0, ,3,1,21,7,21,7,2,10,28,6,-4.4,82.4,0,0,80.2,75,-16.7
Patrick,Dwyer,CAR,RW,71,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,1,0,1,1,8.4,0.12,7.9,0.11,332.6,4.68,2.30%,0.00%,0.00%,0.00%,1,1,50.00%,0,0,4,2,4,2,1,3,2,2,-39.1,50,0,0,42.9,83.3,-10.7
Cody,Eakin,DAL,C,78,2,2,4,2,1,1,2.3,14,4,4,14.30%,9.10%,9,0,2,6,3,1,103.7,1.33,96.9,1.24,347.7,4.46,21.80%,25.00%,25.00%,50.00%,23,27,46.00%,8,1,66,25,66,25,4,46,73,28,-12.1,72.3,1,0,75.8,93.5,0.7
Patrick,Eaves,DAL,RW,47,6,3,9,6,0,3,6.1,17,8,4,35.30%,20.70%,0,0,6,3,2,0,89.1,1.9,87.7,1.87,183.4,3.9,32.30%,35.30%,17.60%,52.90%,0,0, ,17,2,73,13,73,13,2,46,77,14,4.1,84.6,0,3,120.5,93.3,2.9
Andrew,Ebbett,PIT,C,24,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.1,0.09,0.3,0.01,123.8,5.16,0.20%,0.00%,0.00%,0.00%,2,1,66.70%,0,0,1,0,1,0,0,0,0,0,,,0,0,58.5,66.7,-27.5
Jordan,Eberle,EDM,RW/C,81,6,15,21,6,8,6,5.9,43,10,13,14.00%,9.10%,57,0,1,8,12,3,212.4,2.62,208.5,2.57,160.1,1.98,56.60%,23.10%,53.80%,76.90%,0,0, ,26,5,159,20,159,20,5,113,186,31,-4.9,85.7,0,0,115,97.2,4.5
Alexander,Edler,VAN,D,74,5,9,14,5,4,5,3.9,43,21,44,11.60%,4.60%,26,4,4,8,6,1,216.7,2.93,214.5,2.9,142.3,1.92,60.10%,17.20%,31.00%,48.30%,,, ,29,0,160,27,160,27,7,97,169,25,4.7,87.1,3,1,106.6,94.3,3.8
Christian,Ehrhoff,PIT,D,49,0,2,2,0,0,2,1.2,18,15,13,0.00%,0.00%,0,0,3,4,2,0,99.3,2.03,96.9,1.98,160.5,3.27,37.70%,0.00%,33.30%,33.30%,,, ,6,1,80,16,80,16,4,28,69,11,-1.6,86.3,0,0,94.9,87.5,-7.6
Aaron,Ekblad,FLA,D,81,6,7,13,6,1,6,3.4,38,18,25,15.80%,7.40%,9,2,5,6,2,3,227.4,2.81,218.6,2.7,176.5,2.18,55.30%,27.30%,31.80%,59.10%,,, ,22,4,177,26,177,26,5,65,150,24,3,86.2,2,0,100.3,93,3
Mattias,Ekholm,NSH,D,80,1,1,2,1,0,1,2.4,5,2,11,20.00%,5.60%,0,0,0,1,0,0,49.8,0.62,48,0.6,381.7,4.77,11.20%,16.70%,16.70%,33.30%,,, ,6,0,28,2,28,2,0,18,37,3,5.4,92.5,3,0,91.7,93.9,-0.2
Oliver,Ekman-Larsson,ARI,D,82,10,10,20,10,6,4,3.8,90,45,67,11.10%,5.00%,51,2,9,9,10,2,318.6,3.89,308.7,3.77,65.8,0.8,82.40%,29.40%,29.40%,58.80%,,, ,34,5,256,50,256,50,10,149,271,50,-1.1,84.4,1,3,109.2,93.9,6.9
Patrik,Elias,NJD,C/LW,69,5,4,9,5,2,2,3.8,28,6,5,17.90%,12.80%,19,0,1,6,6,0,141.5,2.05,135.6,1.96,157.2,2.28,46.30%,45.50%,36.40%,81.80%,30,28,51.70%,11,3,93,21,93,21,1,48,107,18,-2.9,85.6,0,0,84.4,95.8,5.3
Lars,Eller,MTL,C,77,1,1,2,1,0,1,3.3,7,0,0,14.30%,14.30%,0,0,0,7,0,0,36,0.47,35.1,0.46,338.7,4.4,9.40%,25.00%,25.00%,50.00%,11,8,57.90%,4,0,24,7,24,7,2,15,20,7,-10.4,74.1,0,1,85,84.4,-10.2
Keaton,Ellerby,WPG,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,6.1,6.14,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Stefan,Elliott,COL,D,5,0,0,0,0,0,0,0,4,1,3,0.00%,0.00%,0,0,0,0,0,0,7.4,1.48,8,1.59,15.1,3.02,34.50%,0.00%,0.00%,0.00%,,, ,0,0,7,3,7,3,0,4,4,2,-25,66.7,0,0,97.1,100,5
Matt,Ellis,BUF,LW,39,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1,0.03,0.5,0.01,164.4,4.21,0.30%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,1,-81.7,0,0,0,0,,
Ryan,Ellis,NSH,D,58,2,4,6,2,3,1,2.8,36,10,14,5.60%,3.30%,42,2,0,6,4,0,127.5,2.2,126,2.17,191.3,3.3,39.70%,25.00%,50.00%,75.00%,,, ,8,2,105,13,105,13,3,45,89,15,-0.8,85.6,0,0,109.1,93.9,-1.1
Alexei,Emelin,MTL,D,68,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,5.8,0.08,7.4,0.11,332.8,4.89,2.20%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,2,2,0,16,100,0,0,20.9,80,-14.1
Deryk,Engelland,CGY,D,76,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.7,0.01,0.6,0.01,391.2,5.15,0.20%,0.00%,0.00%,0.00%,,, ,0,0,0,1,0,1,0,0,0,1,-88.2,0,0,0,-120,66.7,-27.9
Tyler,Ennis,BUF,C,78,6,11,17,6,9,2,4.3,39,10,13,15.40%,9.70%,74,1,4,8,3,1,237.6,3.05,221.3,2.84,132,1.69,62.60%,26.10%,47.80%,73.90%,8,15,34.80%,23,1,165,33,165,33,14,67,186,38,9.3,83,3,2,85.6,93.1,10.9
Toby,Enstrom,WPG,D,60,1,6,7,1,5,1,2.3,14,11,15,7.10%,2.50%,63,2,0,2,2,0,184,3.07,173.5,2.89,138.5,2.31,55.60%,8.30%,50.00%,58.30%,,, ,12,1,139,28,139,28,5,79,153,20,1.1,88.4,3,0,100.1,93.3,6.5
Martin,Erat,ARI,RW,79,3,3,6,3,1,2,2.7,12,9,7,25.00%,10.70%,9,1,5,13,3,1,131.4,1.66,124.8,1.58,232.7,2.95,34.90%,23.10%,23.10%,46.20%,0,0, ,13,2,109,22,109,22,1,67,131,19,4.6,87.3,4,0,114.7,90.4,-4.3
Jonathan,Ericsson,DET,D,82,0,0,0,0,0,0,0,1,2,0,0.00%,0.00%,0,0,0,0,0,0,14.1,0.17,10.9,0.13,451.5,5.51,2.40%,0.00%,0.00%,0.00%,,, ,0,1,11,1,11,1,1,2,4,2,-22,66.7,1,1,85.2,68.8,-25.9
Loui,Eriksson,BOS,RW/LW,81,6,5,11,6,3,1,3.4,32,12,5,18.80%,12.20%,27,0,0,7,3,1,194.9,2.41,200.7,2.48,158.4,1.96,55.90%,25.00%,16.70%,41.70%,0,0, ,24,1,193,20,193,20,3,106,225,23,9.2,90.7,0,2,145.3,96.4,1.9
Tim,Erixon,TOR,D,42,1,4,5,1,1,3,3.5,8,0,10,12.50%,5.60%,9,1,4,2,1,0,84.9,2.02,81.5,1.94,160.5,3.82,33.70%,12.50%,50.00%,62.50%,,, ,8,1,60,8,60,8,2,35,62,4,9.7,93.9,0,0,101.8,90.5,-2.3
Emerson,Etem,ANA,LW/RW,45,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,0,2,0,0,13.4,0.3,12,0.27,194.6,4.32,5.80%,0.00%,0.00%,0.00%,0,0, ,0,0,4,4,4,4,0,4,6,2,-15,75,0,0,18,70,-21.9
Dennis,Everberg,COL,RW,55,0,0,0,0,0,0,0,2,0,1,0.00%,0.00%,0,0,1,0,1,0,13,0.24,11.8,0.21,263.2,4.79,4.30%,0.00%,0.00%,0.00%,0,0, ,1,0,12,2,12,2,0,2,7,2,-8.1,77.8,1,1,106.3,100,8.4
Justin,Falk,CBJ,D,18,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.2,0.01,0,0,83.6,4.65,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Bobby,Farnham,PIT,RW,11,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,1.5,0.14,0.8,0.07,69.5,6.32,1.20%,0.00%,0.00%,0.00%,0,0, ,0,0,2,0,2,0,0,0,1,0,6.6,100,0,0,156.5,100,7.3
Jesper,Fast,NYR,RW,58,0,1,1,0,1,0,27.3,1,0,0,0.00%,0.00%,2,0,0,0,0,0,2.2,0.04,3.1,0.05,273.7,4.72,1.10%,0.00%,100.00%,100.00%,0,0, ,1,0,1,1,1,1,0,1,3,0,13.7,100,0,0,54.5,40,-52.4
Justin,Faulk,CAR,D,82,7,13,20,7,7,5,5.4,62,28,31,11.30%,5.80%,55,4,0,8,6,6,222.5,2.71,218.3,2.66,174.4,2.13,55.60%,28.00%,48.00%,76.00%,,, ,25,3,170,13,170,13,10,101,179,23,-0.1,88.6,3,0,115.1,94.6,3.5
Mark,Fayne,EDM,D,74,0,0,0,0,0,0,0,4,2,2,0.00%,0.00%,0,1,0,0,1,0,15.1,0.2,17.8,0.24,340.7,4.6,5.00%,0.00%,0.00%,0.00%,,, ,0,0,15,2,15,2,1,5,13,1,5.4,92.9,0,0,119.3,95.2,0.1
Taylor,Fedun,SJS,D,7,0,2,2,0,1,1,9.4,4,1,0,0.00%,0.00%,4,0,0,0,0,0,12.8,1.83,11.1,1.58,33.1,4.72,25.10%,0.00%,100.00%,100.00%,,, ,2,0,5,1,5,1,0,3,6,1,0,85.7,0,0,60.9,62.5,-31.9
Eric,Fehr,WSH,C/RW,75,1,0,1,1,0,0,4.4,2,4,1,50.00%,14.30%,0,0,0,0,0,0,13.5,0.18,13.7,0.18,325.6,4.34,4.00%,50.00%,0.00%,50.00%,12,9,57.10%,2,0,7,5,7,5,0,4,8,2,-8.5,80,2,0,44.5,95.5,-1.5
Andrew,Ference,EDM,D,70,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,0,0,0,0,0,0,6.2,0.09,6.2,0.09,331.1,4.73,1.80%,0.00%,0.00%,0.00%,,, ,1,0,3,0,3,0,0,2,0,0,,,0,0,87.6,87.5,-8.4
Michael,Ferland,CGY,LW,26,0,1,1,0,1,0,6.6,1,1,1,0.00%,0.00%,3,0,0,0,0,1,9.1,0.35,8.8,0.34,100.4,3.86,8.10%,0.00%,50.00%,50.00%,0,0, ,2,0,4,1,4,1,0,5,6,1,-6.2,85.7,0,0,85.9,83.3,-16.7
Brian,Ferlin,BOS,RW,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.4,0.06,0.5,0.07,41.8,5.97,1.20%,0.00%,0.00%,0.00%,0,0, ,0,0,0,1,0,1,0,0,0,0,,,0,0,-120,,
Landon,Ferraro,DET,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.01,0,0,12.6,4.19,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Kevin,Fiala,NSH,LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,6.9,6.9,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Vernon,Fiddler,DAL,C/LW,80,3,0,3,3,0,0,4.6,9,3,1,33.30%,23.10%,0,0,0,2,2,0,39.5,0.49,37.4,0.47,409.4,5.12,8.40%,60.00%,0.00%,60.00%,11,17,39.30%,5,0,20,5,20,5,3,10,22,8,-8.2,73.3,1,0,63.7,79,-14
Valtteri,Filppula,TBL,C,82,2,15,17,2,6,8,3.7,14,8,9,14.30%,6.50%,37,0,1,8,10,2,277.7,3.39,266.8,3.25,182.6,2.23,59.40%,6.70%,46.70%,53.30%,109,75,59.20%,30,4,156,29,156,29,6,98,191,35,-0.3,84.5,0,0,80.4,95.9,4.2
Mike,Fisher,NSH,C,59,7,3,10,7,2,1,3.7,19,7,1,36.80%,25.90%,18,1,4,4,5,0,161.1,2.73,160.4,2.72,162.4,2.75,49.70%,46.70%,20.00%,66.70%,104,85,55.00%,15,1,117,16,117,16,11,68,108,10,2.6,91.5,0,0,101.7,93.8,-2.5
Mark,Fistric,ANA,D,9,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.3,0.03,0.1,0.02,45.1,5.01,0.30%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Tomas,Fleischmann,ANA,LW,66,0,1,1,0,1,0,0.8,13,4,5,0.00%,0.00%,13,0,1,6,1,1,75.9,1.15,73.5,1.11,236.8,3.59,23.70%,0.00%,20.00%,20.00%,1,1,50.00%,5,0,61,14,61,14,1,24,55,7,5,88.7,0,0,96.4,87.7,-3.7
Brian,Flynn,MTL,C,63,0,1,1,0,1,0,1.2,5,1,3,0.00%,0.00%,8,1,0,3,1,0,49.5,0.78,45.8,0.73,244.4,3.88,15.80%,0.00%,25.00%,25.00%,15,15,50.00%,4,2,27,8,27,8,4,13,23,10,-11.1,69.7,0,1,59.5,76.7,-15.3
Marcus,Foligno,BUF,LW,57,0,1,1,0,0,1,1.1,4,4,1,0.00%,0.00%,0,0,2,4,1,0,52.2,0.92,51.9,0.91,213.1,3.74,19.60%,0.00%,33.30%,33.30%,6,3,66.70%,3,0,34,12,34,12,5,19,31,11,-7.5,73.8,0,0,70.1,83.7,-7.9
Nick,Foligno,CBJ,LW,79,11,15,26,11,10,5,7.8,30,9,7,36.70%,23.90%,47,0,6,8,4,4,199.8,2.53,188.2,2.38,192.2,2.43,49.50%,31.40%,42.90%,74.30%,7,7,50.00%,35,3,129,24,129,24,2,82,154,28,-7.6,84.6,3,0,96.7,94.3,2.8
Christian,Folin,MIN,D,40,0,1,1,0,0,1,11.3,0,0,1,0.00%,0.00%,0,0,0,4,0,0,5.3,0.13,5.4,0.13,213.3,5.33,2.40%,0.00%,100.00%,100.00%,,, ,1,0,4,0,4,0,0,2,5,0,5.8,100,0,0,124.1,87.5,-9
Justin,Fontaine,MIN,RW,71,0,2,2,0,1,1,4.8,2,2,0,0.00%,0.00%,9,0,0,4,2,0,25,0.35,24.2,0.34,332.2,4.68,6.80%,0.00%,100.00%,100.00%,1,0,100.00%,2,0,15,2,15,2,1,6,22,4,-4.1,84.6,0,0,79.4,76.9,-18.6
Filip,Forsberg,NSH,C/RW,82,6,13,19,6,5,7,4.9,39,19,19,15.40%,7.80%,38,1,4,5,16,2,232.3,2.83,228.4,2.79,214.7,2.62,51.50%,25.00%,50.00%,75.00%,0,1,0.00%,24,3,160,23,160,23,11,102,148,16,4.6,90.2,3,1,99.7,92.3,-3.6
Cam,Fowler,ANA,D,80,1,8,9,1,2,6,2.8,25,10,25,4.00%,1.70%,18,2,0,4,5,2,192.6,2.41,189.8,2.37,189.4,2.37,50.00%,5.30%,42.10%,47.40%,,, ,19,1,153,27,153,27,2,80,152,24,-2.2,86.4,0,0,108.4,91.1,-1.1
Cody,Franson,NSH,D,78,5,12,17,5,5,7,5.2,34,6,21,14.70%,8.20%,36,7,6,3,5,4,197.1,2.53,189.6,2.43,232.6,2.98,44.90%,20.80%,50.00%,70.80%,,, ,24,4,151,29,151,29,12,88,163,30,-2.5,84.5,1,0,103.5,95,1.8
Johan,Franzen,DET,RW/C,33,4,7,11,4,2,5,6.2,20,11,7,20.00%,10.50%,13,0,3,4,2,1,106.4,3.22,102.9,3.12,104.5,3.17,49.60%,26.70%,46.70%,73.30%,1,2,33.30%,15,2,83,13,83,13,1,46,99,9,1.8,91.7,2,0,111.7,96.3,10.3
Colin,Fraser,STL,C,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,8.6,8.62,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Mark,Fraser,NJD,D,34,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.3,0.01,0.2,0.01,116.2,3.42,0.20%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,
Matt,Fraser,EDM,RW,60,1,0,1,1,0,0,2.2,8,1,5,12.50%,7.10%,0,0,2,4,0,0,27.3,0.45,26.1,0.43,211.5,3.52,11.00%,50.00%,0.00%,50.00%,1,0,100.00%,2,1,19,3,19,3,2,18,24,3,-2,88.9,0,0,107.8,94.4,-1.6
Matt,Frattin,TOR,RW,9,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,0,0,0.2,0.02,0.2,0.02,44,4.89,0.50%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,2.5
Max,Friberg,ANA,LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,5.8,5.82,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Michael,Frolik,WPG,RW,82,3,4,7,3,0,4,3.2,18,4,9,16.70%,9.70%,0,0,2,7,1,2,132.6,1.62,125.3,1.53,315,3.84,28.50%,25.00%,33.30%,58.30%,1,7,12.50%,12,1,93,13,93,13,7,56,93,15,-3,86.1,2,0,99.6,81.3,-10.5
Marian,Gaborik,LAK,RW,69,11,7,18,10,7,1,5.7,39,12,8,28.20%,18.60%,40,0,1,2,6,0,189.8,2.75,187.7,2.72,146.6,2.13,56.10%,35.70%,28.60%,64.30%,0,0, ,28,1,130,31,130,31,4,86,163,27,5.6,85.8,1,0,97,97,6.8
Simon,Gagne,BOS,LW,23,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.9,0.04,1.3,0.06,85.1,3.7,1.50%,0.00%,0.00%,0.00%,0,1,0.00%,0,0,0,0,0,0,0,1,0,0,,,0,0,60,100,3.4
Sam,Gagner,ARI,C,81,6,6,12,6,5,1,3.9,32,14,8,18.80%,11.10%,40,0,3,6,4,0,183.5,2.27,174.3,2.15,196.1,2.42,47.10%,28.60%,28.60%,57.10%,64,51,55.70%,21,3,146,33,146,33,8,89,161,36,-6.1,81.7,1,0,106.3,92,-1.7
Alex,Galchenyuk,MTL,C,80,3,9,12,3,2,6,4,31,14,13,9.70%,5.20%,16,0,0,13,1,0,178,2.22,171.9,2.15,221.5,2.77,43.70%,15.00%,40.00%,55.00%,13,13,50.00%,20,0,137,28,137,28,7,82,135,20,6.5,87.1,3,0,105.5,95,2.8
TJ,Galiardi,WPG,LW,38,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,3.3,0.09,2.5,0.07,204.3,5.38,1.20%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,0,1,1,0,6.5,100,0,0,55.4,100,8
Stanislav,Galiev,WSH,RW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.3,0.15,0.3,0.15,4.7,2.35,6.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,20
Brendan,Gallagher,MTL,RW,82,3,5,8,3,1,4,2.4,42,13,13,7.10%,4.40%,9,0,1,17,2,4,200.3,2.44,194,2.37,206.3,2.52,48.50%,15.00%,25.00%,40.00%,10,10,50.00%,20,0,158,29,158,29,8,105,151,24,5.4,86.3,3,1,112.3,94.6,2.3
