First Name,Last Name,End Team,Pos,GP,SHG,SHA,SHP,45G,45A1,45A2,SHPass,SHShot,SHMiss,SHBlkd,SHSh%,SHCoSH%,SHBlk,SHHitF,SHHitA,SHGive,SHTake,SHTOI,SHTOI/G,45TOI,45TOI/G,45TOF,45TOF/G,SH%,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,TmSHSCF,TmSHSCA,SHSC%,SHRelSC%,SHPenT,SHPenD,SHCorsi,SHOZ%,SHRelOZ%
Jonathan,Toews,CHI,C,81,2,1,3,2,1,0,7,11,3,0,18.20%,14.30%,4,0,4,4,4,112,1.38,107.5,1.33,239.1,2.95,31.00%,43,35,55.10%,3,11,19,82,5,42,30,5,23,72,24.20%,13.71,1,2,-74.3,9.4,3.2
Tyler,Toffoli,LAK,C/RW,76,5,1,6,5,1,0,4,15,2,2,33.30%,26.30%,2,6,2,3,6,75.5,0.99,75,0.99,285.8,3.76,20.80%,0,0, ,6,2,18,53,4,17,28,6,18,48,27.30%,14.13,1,3,-52.8,9.3,4.8
Jordin,Tootoo,NJD,RW,68,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.3,0.02,1.5,0.02,367,5.4,0.40%,0,0, ,0,2,0,2,1,1,0,0,1,2,33.30%,22.35,0,0,-157.9,0,-4.9
Vincent,Trocheck,FLA,C,50,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,1,5,0.1,2,0.04,226.9,4.54,0.90%,1,1,50.00%,0,0,0,1,0,2,1,0,0,0,0.00%,,0,0,-119.4,33.3,28.5
Corey,Tropp,CBJ,RW,61,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.3,0.01,0.5,0.01,376.5,6.17,0.10%,0,0, ,0,0,0,1,0,0,2,0,0,1,0.00%,-13.26,0,0,-180,,
Zach,Trotman,BOS,D,27,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,3,1,0,0,0,20.9,0.77,18.3,0.68,98.8,3.66,15.60%,,, ,0,1,11,9,2,9,5,0,8,11,42.10%,29.36,0,0,-36.1,38.9,30.2
Jacob,Trouba,WPG,D,65,0,0,0,0,0,0,0,3,4,2,0.00%,0.00%,28,7,6,13,7,218,3.35,228.8,3.52,165.1,2.54,58.10%,,, ,5,24,32,167,9,78,100,10,38,194,16.40%,-0.29,3,1,-82.1,6.1,-5.3
Kyle,Turris,OTT,C,82,1,0,1,1,0,0,0,5,3,2,20.00%,10.00%,2,1,1,0,1,60.2,0.73,60.1,0.73,368.8,4.5,14.00%,41,46,47.10%,1,4,8,52,4,27,22,3,9,49,15.50%,0.11,0,0,-88.8,4.2,-5
Dana,Tyrell,CBJ,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,13.3,4.44,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Fedor,Tyutin,CBJ,D,67,0,2,2,0,0,2,0,0,1,0,0.00%,0.00%,35,20,8,3,6,191.2,2.85,191.2,2.85,223.4,3.33,46.10%,,, ,3,23,22,188,6,48,79,7,27,178,13.20%,-0.7,2,1,-94.2,4.8,-2.2
Dominik,Uher,PIT,C,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.5,0.23,0.5,0.25,8,4.02,5.70%,0,0, ,0,0,0,1,0,0,0,0,0,1,0.00%,-30,0,0,-60,,
R.J.,Umberger,PHI,C/LW,67,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,3,2,1,0,2,65.6,0.98,58.8,0.88,291.7,4.35,16.80%,2,3,40.00%,0,9,4,53,1,21,24,1,4,52,7.10%,-3.57,1,1,-103,14.8,10.9
Scottie,Upshall,FLA,LW/RW,63,0,0,0,0,0,0,0,4,0,2,0.00%,0.00%,7,1,2,1,2,80.1,1.27,76.2,1.21,221.2,3.51,25.60%,14,8,63.60%,0,17,9,77,2,24,30,4,7,62,10.10%,-1.42,0,2,-104.7,6.8,0.6
David,Van Der Gulik,LAK,LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,9,8.97,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
James,van Riemsdyk,TOR,LW,82,1,0,1,1,0,0,0,5,1,0,20.00%,16.70%,2,4,0,0,0,52.2,0.64,46.8,0.57,386.7,4.72,10.80%,1,4,20.00%,1,5,12,48,1,22,17,0,8,56,12.50%,-1.47,0,0,-100,36.4,31.4
Trevor,van Riemsdyk,CHI,D,18,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,3,0.17,3.6,0.2,87.4,4.85,3.90%,,, ,0,0,1,2,0,3,0,0,0,2,0.00%,-16.67,0,0,-67.2,66.7,63.7
Chris,VandeVelde,PHI,C,72,0,0,0,0,0,0,0,2,2,1,0.00%,0.00%,10,5,3,1,6,121.9,1.69,117.4,1.63,273.4,3.8,30.00%,4,5,44.40%,1,10,10,79,5,52,50,3,9,84,9.70%,-0.17,4,1,-87.9,6.1,2
Thomas,Vanek,MIN,LW,80,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1,0.01,0.7,0.01,376.5,4.71,0.20%,0,0, ,0,0,0,0,0,1,0,0,0,0,0.00%,,0,1,-60,,
Philip,Varone,BUF,C,28,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,120.5,4.3,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Sami,Vatanen,ANA,D,67,1,0,1,1,0,0,0,5,1,2,20.00%,12.50%,21,13,4,5,2,119,1.78,116,1.73,232.6,3.47,33.30%,,, ,3,16,17,84,7,31,55,4,18,86,17.30%,-6.57,1,0,-80.2,6.6,-5.2
Stephane,Veilleux,MIN,LW,12,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,2,0,1,0,0,15.5,1.29,12.9,1.07,47.9,3.99,21.20%,0,0, ,1,2,1,8,1,4,12,0,1,15,6.30%,-9.13,1,1,-107.1,0,-3.9
Antoine,Vermette,CHI,C,82,0,0,0,0,0,0,0,3,2,2,0.00%,0.00%,7,1,1,2,4,118.4,1.44,119.1,1.45,289,3.52,29.20%,92,84,52.30%,0,21,14,106,2,47,56,4,9,114,7.30%,-4.22,0,0,-105.8,4.7,-3.9
Kris,Versteeg,CHI,LW/RW,61,0,0,0,0,0,0,0,1,1,0,0.00%,0.00%,0,0,0,0,1,6.5,0.11,5.3,0.09,255.2,4.18,2.00%,0,0, ,0,1,1,4,1,4,1,0,1,6,14.30%,0,1,3,-90.9,0,-5.7
Linden,Vey,VAN,RW,75,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.2,0.02,0.8,0.01,408.4,5.45,0.20%,1,0,100.00%,0,1,0,1,0,0,0,0,0,1,0.00%,-16.76,0,0,-120,,
Tomas,Vincour,COL,C,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,30.7,4.39,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Lubomir,Visnovsky,NYI,D,53,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,0,0,0,0,1,2.8,0.05,3.4,0.06,218,4.11,1.50%,,, ,0,0,1,3,1,1,0,0,1,1,50.00%,35.12,0,0,-35.3,50,39.8
Joe,Vitale,ARI,C,70,0,0,0,0,0,0,0,3,1,1,0.00%,0.00%,20,7,1,1,10,151.7,2.17,155.4,2.22,236.3,3.38,39.70%,78,112,41.10%,0,26,11,149,1,60,92,8,10,155,6.10%,-2.07,0,4,-118.5,7,1.9
Marc-Edouard,Vlasic,SJS,D,70,0,0,0,0,0,0,0,5,1,0,0.00%,0.00%,21,2,3,3,1,167.6,2.39,159.7,2.28,137.8,1.97,53.70%,,, ,2,24,29,129,9,59,75,1,22,136,13.90%,-6.38,0,1,-92.4,5.6,-10.8
Anton,Volchenkov,NSH,D,46,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,4,6,2,1,1,50.5,1.1,43.3,0.94,185.4,4.03,18.90%,,, ,0,7,9,30,1,9,12,0,7,27,20.60%,10.41,0,1,-66.5,11.8,8.4
Aaron,Volpatti,WSH,LW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,6.6,3.32,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Jakub,Voracek,PHI,RW,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,3,0.04,4.4,0.05,431.7,5.26,1.00%,0,0, ,0,0,0,3,0,2,0,0,0,3,0.00%,-10.62,0,0,-68.5,20,15.3
Slava,Voynov,LAK,D,6,0,1,1,0,1,0,0,0,0,0,0.00%,0.00%,1,3,0,0,0,16.4,2.74,14.7,2.45,23.9,3.99,38.00%,,, ,0,0,2,20,0,5,4,1,2,17,10.50%,1,0,0,-106.2,5.9,1.5
Radim,Vrbata,VAN,RW,79,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,6.7,0.09,5.1,0.06,429.2,5.43,1.20%,0,0, ,0,0,1,2,0,1,1,0,1,3,25.00%,9.54,0,1,-35.6,100,95.4
Chris,Wagner,ANA,RW,9,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,0,1,0,0,0,4.2,0.47,2.4,0.26,39,4.34,5.70%,4,0,100.00%,0,0,0,0,1,0,2,0,0,1,0.00%,-13.16,0,0,-25.2,50,40.7
Joel,Ward,WSH,RW,82,0,0,0,0,0,0,0,7,1,1,0.00%,0.00%,10,3,2,1,9,136.6,1.67,129.6,1.58,303.3,3.7,29.90%,9,13,40.90%,0,9,18,105,7,40,66,4,16,109,12.80%,1.59,1,2,-88.4,8.7,3.9
David,Warsofsky,BOS,D,4,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,5.3,1.32,4.9,1.23,9.7,2.43,33.50%,,, ,0,0,4,1,0,4,1,0,3,2,60.00%,60,0,0,-24.5,66.7,57.6
Mike,Weaver,MTL,D,31,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,25,4,4,4,1,92,2.97,89.6,2.89,84.8,2.74,51.40%,,, ,1,9,5,76,3,34,46,2,7,89,7.30%,-8.42,0,0,-103.1,3.1,-6.1
Mike,Weber,BUF,D,64,0,1,1,1,1,0,10,4,0,0,0.00%,0.00%,31,21,5,6,3,153.4,2.4,152.2,2.38,172.3,2.69,46.90%,,, ,2,16,17,126,1,64,74,2,9,139,6.10%,-2.73,1,1,-101.7,8.4,4
Shea,Weber,NSH,D,78,1,0,1,1,0,0,0,5,1,3,20.00%,11.10%,27,11,0,5,2,191.8,2.46,196.1,2.51,167.3,2.14,54.00%,,, ,2,23,17,137,6,70,88,5,14,158,8.10%,-7.81,1,0,-88.1,3.8,-6.9
Yannick,Weber,VAN,D,65,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,1,4,1,2,2,42.5,0.65,40.4,0.62,308.9,4.75,11.60%,,, ,1,3,3,33,2,9,15,3,5,24,17.20%,1.56,1,0,-75.8,7.7,4
Dale,Weise,MTL,RW,79,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,7,4,2,0,0,47.9,0.61,46.6,0.59,355,4.49,11.60%,0,0, ,0,3,4,35,0,15,32,0,2,42,4.50%,-9.06,1,0,-104.3,12.2,6.8
Stephen,Weiss,DET,C,52,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,288.7,5.55,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Alexander,Wennberg,CBJ,C,68,0,0,0,0,0,0,0,6,0,0,0.00%,0.00%,14,1,4,1,3,122.3,1.8,117.1,1.72,287.2,4.22,29.00%,26,37,41.30%,0,19,13,120,3,39,50,2,11,119,8.50%,-5.93,1,1,-107.6,8.1,2.5
Blake,Wheeler,WPG,RW,79,4,1,5,4,1,0,6,8,1,1,50.00%,40.00%,14,10,5,1,6,137.1,1.73,125.7,1.59,373.1,4.72,25.20%,6,11,35.30%,5,9,23,79,6,33,48,8,29,93,23.80%,10.64,2,2,-60.6,28.6,23.3
Ryan,White,PHI,C/RW,34,0,1,1,0,1,0,1,0,0,0,0.00%,0.00%,2,1,0,0,0,12.3,0.36,12.6,0.37,162.5,4.78,7.20%,1,3,25.00%,1,2,0,5,0,6,7,0,1,8,11.10%,-1.48,1,0,-90.5,0,-6.9
Joe,Whitney,NJD,LW/RW,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.1,0.01,0.4,0.09,25.6,6.39,1.40%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,100,91.3
Dennis,Wideman,CGY,D,80,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,8,2,2,1,5,109.7,1.37,104.2,1.3,189.4,2.37,35.50%,,, ,2,7,14,68,3,41,50,5,14,79,15.10%,-0.99,2,4,-81.8,14,4
Patrick,Wiercioch,OTT,D,56,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,0,0,9.3,0.17,10.5,0.19,285.3,5.1,3.50%,,, ,0,1,5,3,3,0,1,3,5,3,62.50%,47.44,0,1,34.4,12.5,5
Justin,Williams,LAK,RW,81,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,1,0,11.5,0.14,8.3,0.1,378.1,4.67,2.10%,0,0, ,0,0,0,7,0,4,5,0,0,11,0.00%,-16.67,0,1,-115.8,0,-5.3
Colin,Wilson,NSH,C,77,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.6,0.02,0.7,0.01,354.6,4.61,0.20%,0,0, ,0,1,0,1,0,0,1,0,0,2,0.00%,-11.89,0,1,-180,,
Garrett,Wilson,FLA,LW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,11.1,5.57,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Ryan,Wilson,COL,D,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,0,0,0,4,1.33,5.1,1.71,13.1,4.37,28.10%,,, ,0,0,1,1,0,1,1,0,0,3,0.00%,-5,0,1,-23.4,0,-7.7
Scott,Wilson,PIT,C,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,7.6,7.62,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Tom,Wilson,WSH,RW,67,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.8,0.01,0.5,0.01,346.8,5.18,0.10%,0,0, ,0,0,0,0,0,0,1,0,0,0,0.00%,,1,6,-60,,
Tommy,Wingels,SJS,C/RW,75,1,0,1,1,0,0,0,6,1,0,16.70%,14.30%,12,7,3,3,3,95.8,1.28,92.3,1.23,234.2,3.12,28.30%,8,3,72.70%,3,14,24,63,6,32,39,1,19,69,21.60%,7.43,1,1,-74.1,14.3,6.5
Daniel,Winnik,PIT,C/LW,79,0,1,1,0,1,0,11,6,4,4,0.00%,0.00%,21,2,9,2,11,258.7,3.27,256.1,3.24,154.4,1.95,62.40%,50,61,45.00%,3,22,29,200,9,108,117,7,26,234,10.00%,-7.79,1,6,-93.5,2.9,-15.2
James,Wisniewski,ANA,D,69,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,13,8,3,3,3,123,1.78,120.7,1.75,263.1,3.81,31.50%,,, ,3,8,14,91,6,32,37,5,22,92,19.30%,8.51,3,1,-69.6,6.7,3.3
Luke,Witkowski,TBL,D,16,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,3,0,1,0,11.4,0.71,10.9,0.68,79.7,4.98,12.10%,,, ,0,1,5,8,0,1,9,1,5,10,33.30%,19.41,0,0,-71.4,0,-10.3
David,Wolf,CGY,LW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,14.2,4.73,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Brendan,Woods,CAR,LW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,15.2,7.59,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Tyler,Wotherspoon,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,0,0,4.6,4.6,4.2,4.23,1.9,1.91,68.90%,,, ,0,0,0,3,0,1,1,0,0,2,0.00%,,0,0,-70.9,0,
Bogdan,Yakimov,EDM,C,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,4,3.99,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Nail,Yakupov,EDM,RW,81,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.1,0,0.9,0.01,351.8,4.34,0.20%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,0,-5.6
Keith,Yandle,NYR,D,84,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,1,0,11,0.13,9.2,0.11,427,5.08,2.10%,,, ,0,0,1,8,1,5,3,0,2,8,20.00%,9.15,0,0,-91.3,30,23.3
Nikita,Zadorov,BUF,D,60,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,3,1,0,2,23.9,0.4,21.8,0.36,262.7,4.38,7.70%,,, ,0,7,2,16,0,5,9,1,3,17,15.00%,9.33,0,1,-93.7,28.6,23.6
Travis,Zajac,NJD,C,74,2,0,2,2,0,0,0,4,1,2,50.00%,28.60%,5,0,4,1,6,135,1.82,136.2,1.84,277.7,3.75,32.90%,63,64,49.60%,2,15,16,99,7,35,52,6,17,98,14.80%,4.74,0,0,-74.9,4.9,-0.9
Henrik,Zetterberg,DET,LW/C,77,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,2,0,0,1,6.8,0.09,8.7,0.11,421.6,5.48,2.00%,9,1,90.00%,0,1,2,3,1,1,1,0,2,5,28.60%,14.82,0,1,-20.7,25,17.4
Mika,Zibanejad,OTT,C,80,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,0,0,1,24,0.3,21,0.26,395.2,4.94,5.10%,11,15,42.30%,0,2,5,12,1,5,3,2,3,12,20.00%,4.66,0,0,-39.9,26.9,19.9
Marek,Zidlicky,DET,D,84,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,5,2,0,1,1,12.3,0.15,12.4,0.15,464.7,5.53,2.60%,,, ,0,3,2,9,0,1,11,0,2,14,12.50%,2.66,1,0,-106.3,25,19.5
Harry,Zolnierczyk,NYI,LW,2,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,1,0,0,0,1.5,0.74,1.8,0.91,5.6,2.81,24.40%,0,1,0.00%,0,1,0,1,0,0,0,1,0,1,0.00%,-20,0,0,-33.1,,
Dainius,Zubrus,NJD,LW/C,74,0,1,1,0,1,0,11,6,1,1,0.00%,0.00%,15,2,4,1,2,101.9,1.38,94.9,1.28,315,4.26,23.20%,8,4,66.70%,1,11,10,83,1,25,54,3,10,91,9.90%,-1.8,1,1,-99.9,9.5,4.5
Mats,Zuccarello,NYR,RW/LW/C,78,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,2,0,0,1,2,29.6,0.38,26.6,0.34,341,4.37,7.20%,4,1,80.00%,1,2,3,20,0,10,15,1,4,26,13.30%,-6.14,0,1,-94.6,40,33.3
Jason,Zucker,MIN,LW,51,1,0,1,1,0,0,0,4,2,1,25.00%,14.30%,0,3,1,0,1,57.5,1.13,55.8,1.09,179,3.51,23.80%,0,1,0.00%,2,6,10,40,3,16,17,5,15,50,23.10%,12.44,0,1,-63.5,10.3,2.3
